Account_Number,DUNS_Number,Government_ID,Company_Name,Country_Code,Address_1,Address_2,City,State,Postcode,Source_Filename,Source_Row_Index,Source_Contributor_ID,Source_File_Format,Mapping_Reference_ID,Record_Status,Record_Version,Insert_Timestamp,Last_Modified_Timestamp,Inserted_By_Job,Last_Modified_By_Job,Processing_System
ACCT-10012,,TAX200012,Apex Metals Ltd,GB,112 Market St,Suite 22,Boston,GA,70012,trade_contrib_01_standard.csv,12,RETEST,csv,f7f79100-169c-4a20-afbe-fed585413ebb,ACTIVE,1,2026-03-08T12:07:32.730429+00:00,2026-03-08T12:07:32.730429+00:00,0e398bdd-747d-4ab6-b24a-45de3bb59df7,0e398bdd-747d-4ab6-b24a-45de3bb59df7,DataIngestionPOC-1.0
ACCT-10013,,TAX200013,Delta Retail Group,AU,113 Market St,Suite 23,Seattle,WA,70013,trade_contrib_01_standard.csv,13,RETEST,csv,f7f79100-169c-4a20-afbe-fed585413ebb,ACTIVE,1,2026-03-08T12:07:32.730429+00:00,2026-03-08T12:07:32.730429+00:00,0e398bdd-747d-4ab6-b24a-45de3bb59df7,0e398bdd-747d-4ab6-b24a-45de3bb59df7,DataIngestionPOC-1.0
ACCT-10014,,TAX200014,Apex Metals Ltd,US,114 Market St,Suite 24,Miami,MA,70014,trade_contrib_01_standard.csv,14,RETEST,csv,f7f79100-169c-4a20-afbe-fed585413ebb,ACTIVE,1,2026-03-08T12:07:32.730429+00:00,2026-03-08T12:07:32.730429+00:00,0e398bdd-747d-4ab6-b24a-45de3bb59df7,0e398bdd-747d-4ab6-b24a-45de3bb59df7,DataIngestionPOC-1.0
ACCT-10015,,TAX200015,Delta Retail Group,IN,115 Market St,Suite 25,Dallas,CO,70015,trade_contrib_01_standard.csv,15,RETEST,csv,f7f79100-169c-4a20-afbe-fed585413ebb,ACTIVE,1,2026-03-08T12:07:32.730429+00:00,2026-03-08T12:07:32.730429+00:00,0e398bdd-747d-4ab6-b24a-45de3bb59df7,0e398bdd-747d-4ab6-b24a-45de3bb59df7,DataIngestionPOC-1.0
ACCT-10016,,TAX200016,Futura Electronics,IN,116 Market St,Suite 26,Austin,CA,70016,trade_contrib_01_standard.csv,16,RETEST,csv,f7f79100-169c-4a20-afbe-fed585413ebb,ACTIVE,1,2026-03-08T12:07:32.730429+00:00,2026-03-08T12:07:32.730429+00:00,0e398bdd-747d-4ab6-b24a-45de3bb59df7,0e398bdd-747d-4ab6-b24a-45de3bb59df7,DataIngestionPOC-1.0
ACCT-10017,,TAX200017,BlueRiver Foods,FR,117 Market St,Suite 27,Boston,CA,70017,trade_contrib_01_standard.csv,17,RETEST,csv,f7f79100-169c-4a20-afbe-fed585413ebb,ACTIVE,1,2026-03-08T12:07:32.730429+00:00,2026-03-08T12:07:32.730429+00:00,0e398bdd-747d-4ab6-b24a-45de3bb59df7,0e398bdd-747d-4ab6-b24a-45de3bb59df7,DataIngestionPOC-1.0
ACCT-10018,,TAX200018,Apex Metals Ltd,SG,118 Market St,Suite 28,Seattle,FL,70018,trade_contrib_01_standard.csv,18,RETEST,csv,f7f79100-169c-4a20-afbe-fed585413ebb,ACTIVE,1,2026-03-08T12:07:32.730429+00:00,2026-03-08T12:07:32.730429+00:00,0e398bdd-747d-4ab6-b24a-45de3bb59df7,0e398bdd-747d-4ab6-b24a-45de3bb59df7,DataIngestionPOC-1.0
,,TAX200019,Apex Metals Ltd,FR,119 Market St,Suite 29,Dallas,MA,70019,trade_contrib_01_standard.csv,19,RETEST,csv,f7f79100-169c-4a20-afbe-fed585413ebb,ACTIVE,1,2026-03-08T12:07:32.730429+00:00,2026-03-08T12:07:32.730429+00:00,0e398bdd-747d-4ab6-b24a-45de3bb59df7,0e398bdd-747d-4ab6-b24a-45de3bb59df7,DataIngestionPOC-1.0
ACCT-10020,,TAX200020,Horizon Textiles,US,120 Market St,Suite 30,Chicago,CO,70020,trade_contrib_01_standard.csv,20,RETEST,csv,f7f79100-169c-4a20-afbe-fed585413ebb,ACTIVE,1,2026-03-08T12:07:32.730429+00:00,2026-03-08T12:07:32.730429+00:00,0e398bdd-747d-4ab6-b24a-45de3bb59df7,0e398bdd-747d-4ab6-b24a-45de3bb59df7,DataIngestionPOC-1.0
ACCT-10021,,TAX200021,Futura Electronics,GB,121 Market St,Suite 31,Seattle,WA,70021,trade_contrib_01_standard.csv,21,RETEST,csv,f7f79100-169c-4a20-afbe-fed585413ebb,ACTIVE,1,2026-03-08T12:07:32.730429+00:00,2026-03-08T12:07:32.730429+00:00,0e398bdd-747d-4ab6-b24a-45de3bb59df7,0e398bdd-747d-4ab6-b24a-45de3bb59df7,DataIngestionPOC-1.0
ACCT-10022,,TAX200022,BlueRiver Foods,US,122 Market St,Suite 32,Atlanta,CO,70022,trade_contrib_01_standard.csv,22,RETEST,csv,f7f79100-169c-4a20-afbe-fed585413ebb,ACTIVE,1,2026-03-08T12:07:32.730429+00:00,2026-03-08T12:07:32.730429+00:00,0e398bdd-747d-4ab6-b24a-45de3bb59df7,0e398bdd-747d-4ab6-b24a-45de3bb59df7,DataIngestionPOC-1.0
ACCT-10023,,TAX200023,Apex Metals Ltd,US,123 Market St,Suite 33,Chicago,WA,70023,trade_contrib_01_standard.csv,23,RETEST,csv,f7f79100-169c-4a20-afbe-fed585413ebb,ACTIVE,1,2026-03-08T12:07:32.730429+00:00,2026-03-08T12:07:32.730429+00:00,0e398bdd-747d-4ab6-b24a-45de3bb59df7,0e398bdd-747d-4ab6-b24a-45de3bb59df7,DataIngestionPOC-1.0
ACCT-10024,,TAX200024,Granite Works,GB,124 Market St,Suite 34,Dallas,GA,70024,trade_contrib_01_standard.csv,24,RETEST,csv,f7f79100-169c-4a20-afbe-fed585413ebb,ACTIVE,1,2026-03-08T12:07:32.730429+00:00,2026-03-08T12:07:32.730429+00:00,0e398bdd-747d-4ab6-b24a-45de3bb59df7,0e398bdd-747d-4ab6-b24a-45de3bb59df7,DataIngestionPOC-1.0
ACCT-10025,,TAX200025,Apex Metals Ltd,GB,125 Market St,Suite 35,Seattle,CO,70025,trade_contrib_01_standard.csv,25,RETEST,csv,f7f79100-169c-4a20-afbe-fed585413ebb,ACTIVE,1,2026-03-08T12:07:32.730429+00:00,2026-03-08T12:07:32.730429+00:00,0e398bdd-747d-4ab6-b24a-45de3bb59df7,0e398bdd-747d-4ab6-b24a-45de3bb59df7,DataIngestionPOC-1.0
ACCT-10026,,TAX200026,Ionis Manufacturing,FR,126 Market St,Suite 36,Dallas,IL,70026,trade_contrib_01_standard.csv,26,RETEST,csv,f7f79100-169c-4a20-afbe-fed585413ebb,ACTIVE,1,2026-03-08T12:07:32.730429+00:00,2026-03-08T12:07:32.730429+00:00,0e398bdd-747d-4ab6-b24a-45de3bb59df7,0e398bdd-747d-4ab6-b24a-45de3bb59df7,DataIngestionPOC-1.0
ACCT-10027,,TAX200027,BlueRiver Foods,IN,127 Market St,Suite 37,Miami,WA,70027,trade_contrib_01_standard.csv,27,RETEST,csv,f7f79100-169c-4a20-afbe-fed585413ebb,ACTIVE,1,2026-03-08T12:07:32.730429+00:00,2026-03-08T12:07:32.730429+00:00,0e398bdd-747d-4ab6-b24a-45de3bb59df7,0e398bdd-747d-4ab6-b24a-45de3bb59df7,DataIngestionPOC-1.0
ACCT-10028,,TAX200028,Ionis Manufacturing,NL,128 Market St,Suite 38,Boston,FL,70028,trade_contrib_01_standard.csv,28,RETEST,csv,f7f79100-169c-4a20-afbe-fed585413ebb,ACTIVE,1,2026-03-08T12:07:32.730429+00:00,2026-03-08T12:07:32.730429+00:00,0e398bdd-747d-4ab6-b24a-45de3bb59df7,0e398bdd-747d-4ab6-b24a-45de3bb59df7,DataIngestionPOC-1.0
ACCT-10029,,TAX200029,Crestline Pharma,DE,129 Market St,Suite 39,Denver,WA,70029,trade_contrib_01_standard.csv,29,RETEST,csv,f7f79100-169c-4a20-afbe-fed585413ebb,ACTIVE,1,2026-03-08T12:07:32.730429+00:00,2026-03-08T12:07:32.730429+00:00,0e398bdd-747d-4ab6-b24a-45de3bb59df7,0e398bdd-747d-4ab6-b24a-45de3bb59df7,DataIngestionPOC-1.0
ACCT-10030,,TAX200030,EverPeak Logistics,SG,130 Market St,Suite 10,Boston,IL,70030,trade_contrib_01_standard.csv,30,RETEST,csv,f7f79100-169c-4a20-afbe-fed585413ebb,ACTIVE,1,2026-03-08T12:07:32.730429+00:00,2026-03-08T12:07:32.730429+00:00,0e398bdd-747d-4ab6-b24a-45de3bb59df7,0e398bdd-747d-4ab6-b24a-45de3bb59df7,DataIngestionPOC-1.0
