Account_Number,DUNS_Number,Government_ID,Company_Name,Country_Code,Address_1,Address_2,City,State,Postcode,Source_Filename,Source_Row_Index,Source_Contributor_ID,Source_File_Format,Mapping_Reference_ID,Record_Status,Record_Version,Insert_Timestamp,Last_Modified_Timestamp,Inserted_By_Job,Last_Modified_By_Job,Processing_System
ACCT-10011,,TAX200011,Crestline Pharma,GB,111 Market St,Suite 21,Dallas,CA,70011,trade_contrib_03_pipe.txt,11,UNKNOWN,txt,8db01153-03ae-4229-ada4-d9301b03b10e,ACTIVE,1,2026-03-08T14:24:12.423497+00:00,2026-03-08T14:24:12.423497+00:00,206c67c1-0c98-4b1d-81b1-a88fba34d06d,206c67c1-0c98-4b1d-81b1-a88fba34d06d,DataIngestionPOC-1.0
ACCT-10012,,TAX200012,Delta Retail Group,AU,112 Market St,Suite 22,Dallas,GA,70012,trade_contrib_03_pipe.txt,12,UNKNOWN,txt,8db01153-03ae-4229-ada4-d9301b03b10e,ACTIVE,1,2026-03-08T14:24:12.423497+00:00,2026-03-08T14:24:12.423497+00:00,206c67c1-0c98-4b1d-81b1-a88fba34d06d,206c67c1-0c98-4b1d-81b1-a88fba34d06d,DataIngestionPOC-1.0
ACCT-10013,,TAX200013,Granite Works,DE,113 Market St,Suite 23,Dallas,CA,70013,trade_contrib_03_pipe.txt,13,UNKNOWN,txt,8db01153-03ae-4229-ada4-d9301b03b10e,ACTIVE,1,2026-03-08T14:24:12.423497+00:00,2026-03-08T14:24:12.423497+00:00,206c67c1-0c98-4b1d-81b1-a88fba34d06d,206c67c1-0c98-4b1d-81b1-a88fba34d06d,DataIngestionPOC-1.0
ACCT-10014,,TAX200014,BlueRiver Foods,IN,114 Market St,Suite 24,Denver,CO,70014,trade_contrib_03_pipe.txt,14,UNKNOWN,txt,8db01153-03ae-4229-ada4-d9301b03b10e,ACTIVE,1,2026-03-08T14:24:12.423497+00:00,2026-03-08T14:24:12.423497+00:00,206c67c1-0c98-4b1d-81b1-a88fba34d06d,206c67c1-0c98-4b1d-81b1-a88fba34d06d,DataIngestionPOC-1.0
ACCT-10015,,TAX200015,EverPeak Logistics,FR,115 Market St,Suite 25,Austin,CO,70015,trade_contrib_03_pipe.txt,15,UNKNOWN,txt,8db01153-03ae-4229-ada4-d9301b03b10e,ACTIVE,1,2026-03-08T14:24:12.423497+00:00,2026-03-08T14:24:12.423497+00:00,206c67c1-0c98-4b1d-81b1-a88fba34d06d,206c67c1-0c98-4b1d-81b1-a88fba34d06d,DataIngestionPOC-1.0
ACCT-10016,,TAX200016,Ionis Manufacturing,US,116 Market St,Suite 26,Austin,FL,70016,trade_contrib_03_pipe.txt,16,UNKNOWN,txt,8db01153-03ae-4229-ada4-d9301b03b10e,ACTIVE,1,2026-03-08T14:24:12.423497+00:00,2026-03-08T14:24:12.423497+00:00,206c67c1-0c98-4b1d-81b1-a88fba34d06d,206c67c1-0c98-4b1d-81b1-a88fba34d06d,DataIngestionPOC-1.0
ACCT-10017,,TAX200017,Granite Works,IN,117 Market St,Suite 27,Miami,WA,70017,trade_contrib_03_pipe.txt,17,UNKNOWN,txt,8db01153-03ae-4229-ada4-d9301b03b10e,ACTIVE,1,2026-03-08T14:24:12.423497+00:00,2026-03-08T14:24:12.423497+00:00,206c67c1-0c98-4b1d-81b1-a88fba34d06d,206c67c1-0c98-4b1d-81b1-a88fba34d06d,DataIngestionPOC-1.0
ACCT-10018,,TAX200018,Juniper Auto Parts,NL,118 Market St,Suite 28,Atlanta,GA,70018,trade_contrib_03_pipe.txt,18,UNKNOWN,txt,8db01153-03ae-4229-ada4-d9301b03b10e,ACTIVE,1,2026-03-08T14:24:12.423497+00:00,2026-03-08T14:24:12.423497+00:00,206c67c1-0c98-4b1d-81b1-a88fba34d06d,206c67c1-0c98-4b1d-81b1-a88fba34d06d,DataIngestionPOC-1.0
,,TAX200019,Ionis Manufacturing,IN,119 Market St,Suite 29,Chicago,IL,70019,trade_contrib_03_pipe.txt,19,UNKNOWN,txt,8db01153-03ae-4229-ada4-d9301b03b10e,ACTIVE,1,2026-03-08T14:24:12.423497+00:00,2026-03-08T14:24:12.423497+00:00,206c67c1-0c98-4b1d-81b1-a88fba34d06d,206c67c1-0c98-4b1d-81b1-a88fba34d06d,DataIngestionPOC-1.0
ACCT-10020,,TAX200020,Ionis Manufacturing,SG,120 Market St,Suite 30,Austin,IL,70020,trade_contrib_03_pipe.txt,20,UNKNOWN,txt,8db01153-03ae-4229-ada4-d9301b03b10e,ACTIVE,1,2026-03-08T14:24:12.423497+00:00,2026-03-08T14:24:12.423497+00:00,206c67c1-0c98-4b1d-81b1-a88fba34d06d,206c67c1-0c98-4b1d-81b1-a88fba34d06d,DataIngestionPOC-1.0
ACCT-10021,,TAX200021,Juniper Auto Parts,NL,121 Market St,Suite 31,Atlanta,MA,70021,trade_contrib_03_pipe.txt,21,UNKNOWN,txt,8db01153-03ae-4229-ada4-d9301b03b10e,ACTIVE,1,2026-03-08T14:24:12.423497+00:00,2026-03-08T14:24:12.423497+00:00,206c67c1-0c98-4b1d-81b1-a88fba34d06d,206c67c1-0c98-4b1d-81b1-a88fba34d06d,DataIngestionPOC-1.0
ACCT-10022,,TAX200022,Crestline Pharma,FR,122 Market St,Suite 32,Miami,IL,70022,trade_contrib_03_pipe.txt,22,UNKNOWN,txt,8db01153-03ae-4229-ada4-d9301b03b10e,ACTIVE,1,2026-03-08T14:24:12.423497+00:00,2026-03-08T14:24:12.423497+00:00,206c67c1-0c98-4b1d-81b1-a88fba34d06d,206c67c1-0c98-4b1d-81b1-a88fba34d06d,DataIngestionPOC-1.0
ACCT-10023,,TAX200023,Delta Retail Group,AU,123 Market St,Suite 33,Miami,TX,70023,trade_contrib_03_pipe.txt,23,UNKNOWN,txt,8db01153-03ae-4229-ada4-d9301b03b10e,ACTIVE,1,2026-03-08T14:24:12.423497+00:00,2026-03-08T14:24:12.423497+00:00,206c67c1-0c98-4b1d-81b1-a88fba34d06d,206c67c1-0c98-4b1d-81b1-a88fba34d06d,DataIngestionPOC-1.0
ACCT-10024,,TAX200024,Horizon Textiles,DE,124 Market St,Suite 34,Atlanta,MA,70024,trade_contrib_03_pipe.txt,24,UNKNOWN,txt,8db01153-03ae-4229-ada4-d9301b03b10e,ACTIVE,1,2026-03-08T14:24:12.423497+00:00,2026-03-08T14:24:12.423497+00:00,206c67c1-0c98-4b1d-81b1-a88fba34d06d,206c67c1-0c98-4b1d-81b1-a88fba34d06d,DataIngestionPOC-1.0
ACCT-10025,,TAX200025,BlueRiver Foods,GB,125 Market St,Suite 35,Boston,IL,70025,trade_contrib_03_pipe.txt,25,UNKNOWN,txt,8db01153-03ae-4229-ada4-d9301b03b10e,ACTIVE,1,2026-03-08T14:24:12.423497+00:00,2026-03-08T14:24:12.423497+00:00,206c67c1-0c98-4b1d-81b1-a88fba34d06d,206c67c1-0c98-4b1d-81b1-a88fba34d06d,DataIngestionPOC-1.0
ACCT-10026,,TAX200026,Apex Metals Ltd,DE,126 Market St,Suite 36,Austin,TX,70026,trade_contrib_03_pipe.txt,26,UNKNOWN,txt,8db01153-03ae-4229-ada4-d9301b03b10e,ACTIVE,1,2026-03-08T14:24:12.423497+00:00,2026-03-08T14:24:12.423497+00:00,206c67c1-0c98-4b1d-81b1-a88fba34d06d,206c67c1-0c98-4b1d-81b1-a88fba34d06d,DataIngestionPOC-1.0
ACCT-10027,,TAX200027,BlueRiver Foods,GB,127 Market St,Suite 37,Dallas,CA,70027,trade_contrib_03_pipe.txt,27,UNKNOWN,txt,8db01153-03ae-4229-ada4-d9301b03b10e,ACTIVE,1,2026-03-08T14:24:12.423497+00:00,2026-03-08T14:24:12.423497+00:00,206c67c1-0c98-4b1d-81b1-a88fba34d06d,206c67c1-0c98-4b1d-81b1-a88fba34d06d,DataIngestionPOC-1.0
ACCT-10028,,TAX200028,EverPeak Logistics,AU,128 Market St,Suite 38,Austin,FL,70028,trade_contrib_03_pipe.txt,28,UNKNOWN,txt,8db01153-03ae-4229-ada4-d9301b03b10e,ACTIVE,1,2026-03-08T14:24:12.423497+00:00,2026-03-08T14:24:12.423497+00:00,206c67c1-0c98-4b1d-81b1-a88fba34d06d,206c67c1-0c98-4b1d-81b1-a88fba34d06d,DataIngestionPOC-1.0
