Account_Number,DUNS_Number,Government_ID,Company_Name,Country_Code,Address_1,Address_2,City,State,Postcode,Source_Filename,Source_Row_Index,Source_Contributor_ID,Source_File_Format,Mapping_Reference_ID,Record_Status,Record_Version,Insert_Timestamp,Last_Modified_Timestamp,Inserted_By_Job,Last_Modified_By_Job,Processing_System
ACCT-10021,,TAX200021,Granite Works,AU,121 Market St,Suite 31,Dallas,GA,70021,trade_contrib_02_tsv.tsv,21,UNKNOWN,tsv,0b902737-7153-4bbe-ba59-289a32eaedfa,ACTIVE,1,2026-03-08T12:08:50.938221+00:00,2026-03-08T12:08:50.938221+00:00,780435a8-928c-4a5b-a5b4-844a782835c8,780435a8-928c-4a5b-a5b4-844a782835c8,DataIngestionPOC-1.0
ACCT-10022,,TAX200022,Juniper Auto Parts,NL,122 Market St,Suite 32,Seattle,CA,70022,trade_contrib_02_tsv.tsv,22,UNKNOWN,tsv,0b902737-7153-4bbe-ba59-289a32eaedfa,ACTIVE,1,2026-03-08T12:08:50.938221+00:00,2026-03-08T12:08:50.938221+00:00,780435a8-928c-4a5b-a5b4-844a782835c8,780435a8-928c-4a5b-a5b4-844a782835c8,DataIngestionPOC-1.0
ACCT-10023,,TAX200023,Delta Retail Group,US,123 Market St,Suite 33,Atlanta,IL,70023,trade_contrib_02_tsv.tsv,23,UNKNOWN,tsv,0b902737-7153-4bbe-ba59-289a32eaedfa,ACTIVE,1,2026-03-08T12:08:50.938221+00:00,2026-03-08T12:08:50.938221+00:00,780435a8-928c-4a5b-a5b4-844a782835c8,780435a8-928c-4a5b-a5b4-844a782835c8,DataIngestionPOC-1.0
ACCT-10024,,TAX200024,Crestline Pharma,DE,124 Market St,Suite 34,Denver,MA,70024,trade_contrib_02_tsv.tsv,24,UNKNOWN,tsv,0b902737-7153-4bbe-ba59-289a32eaedfa,ACTIVE,1,2026-03-08T12:08:50.938221+00:00,2026-03-08T12:08:50.938221+00:00,780435a8-928c-4a5b-a5b4-844a782835c8,780435a8-928c-4a5b-a5b4-844a782835c8,DataIngestionPOC-1.0
ACCT-10025,,TAX200025,Delta Retail Group,NL,125 Market St,Suite 35,Seattle,TX,70025,trade_contrib_02_tsv.tsv,25,UNKNOWN,tsv,0b902737-7153-4bbe-ba59-289a32eaedfa,ACTIVE,1,2026-03-08T12:08:50.938221+00:00,2026-03-08T12:08:50.938221+00:00,780435a8-928c-4a5b-a5b4-844a782835c8,780435a8-928c-4a5b-a5b4-844a782835c8,DataIngestionPOC-1.0
ACCT-10026,,TAX200026,BlueRiver Foods,NL,126 Market St,Suite 36,Dallas,FL,70026,trade_contrib_02_tsv.tsv,26,UNKNOWN,tsv,0b902737-7153-4bbe-ba59-289a32eaedfa,ACTIVE,1,2026-03-08T12:08:50.938221+00:00,2026-03-08T12:08:50.938221+00:00,780435a8-928c-4a5b-a5b4-844a782835c8,780435a8-928c-4a5b-a5b4-844a782835c8,DataIngestionPOC-1.0
ACCT-10027,,TAX200027,Futura Electronics,AU,127 Market St,Suite 37,Atlanta,MA,70027,trade_contrib_02_tsv.tsv,27,UNKNOWN,tsv,0b902737-7153-4bbe-ba59-289a32eaedfa,ACTIVE,1,2026-03-08T12:08:50.938221+00:00,2026-03-08T12:08:50.938221+00:00,780435a8-928c-4a5b-a5b4-844a782835c8,780435a8-928c-4a5b-a5b4-844a782835c8,DataIngestionPOC-1.0
ACCT-10028,,TAX200028,EverPeak Logistics,SG,128 Market St,Suite 38,Chicago,MA,70028,trade_contrib_02_tsv.tsv,28,UNKNOWN,tsv,0b902737-7153-4bbe-ba59-289a32eaedfa,ACTIVE,1,2026-03-08T12:08:50.938221+00:00,2026-03-08T12:08:50.938221+00:00,780435a8-928c-4a5b-a5b4-844a782835c8,780435a8-928c-4a5b-a5b4-844a782835c8,DataIngestionPOC-1.0
ACCT-10029,,TAX200029,Delta Retail Group,SG,129 Market St,Suite 39,Austin,TX,70029,trade_contrib_02_tsv.tsv,29,UNKNOWN,tsv,0b902737-7153-4bbe-ba59-289a32eaedfa,ACTIVE,1,2026-03-08T12:08:50.938221+00:00,2026-03-08T12:08:50.938221+00:00,780435a8-928c-4a5b-a5b4-844a782835c8,780435a8-928c-4a5b-a5b4-844a782835c8,DataIngestionPOC-1.0
ACCT-10030,,TAX200030,Granite Works,US,130 Market St,Suite 10,Miami,GA,70030,trade_contrib_02_tsv.tsv,30,UNKNOWN,tsv,0b902737-7153-4bbe-ba59-289a32eaedfa,ACTIVE,1,2026-03-08T12:08:50.938221+00:00,2026-03-08T12:08:50.938221+00:00,780435a8-928c-4a5b-a5b4-844a782835c8,780435a8-928c-4a5b-a5b4-844a782835c8,DataIngestionPOC-1.0
ACCT-10031,,TAX200031,Granite Works,SG,131 Market St,Suite 11,Chicago,TX,70031,trade_contrib_02_tsv.tsv,31,UNKNOWN,tsv,0b902737-7153-4bbe-ba59-289a32eaedfa,ACTIVE,1,2026-03-08T12:08:50.938221+00:00,2026-03-08T12:08:50.938221+00:00,780435a8-928c-4a5b-a5b4-844a782835c8,780435a8-928c-4a5b-a5b4-844a782835c8,DataIngestionPOC-1.0
ACCT-10032,,TAX200032,BlueRiver Foods,US,132 Market St,Suite 12,Dallas,CO,70032,trade_contrib_02_tsv.tsv,32,UNKNOWN,tsv,0b902737-7153-4bbe-ba59-289a32eaedfa,ACTIVE,1,2026-03-08T12:08:50.938221+00:00,2026-03-08T12:08:50.938221+00:00,780435a8-928c-4a5b-a5b4-844a782835c8,780435a8-928c-4a5b-a5b4-844a782835c8,DataIngestionPOC-1.0
