Account_Number,DUNS_Number,Government_ID,Company_Name,Country_Code,Address_1,Address_2,City,State,Postcode,Source_Filename,Source_Row_Index,Source_Contributor_ID,Source_File_Format,Mapping_Reference_ID,Record_Status,Record_Version,Insert_Timestamp,Last_Modified_Timestamp,Inserted_By_Job,Last_Modified_By_Job,Processing_System
ACCT-10011,,TAX200011,Horizon Textiles,DE,111 Market St,Suite 21,Miami,IL,70011,trade_contrib_02_tsv.tsv,11,RETEST2,tsv,3fa171d1-7028-4b58-98ac-d1c291858b28,ACTIVE,1,2026-03-08T12:09:58.581209+00:00,2026-03-08T12:09:58.581209+00:00,43368cf5-5eab-4934-b323-8ea811d68b58,43368cf5-5eab-4934-b323-8ea811d68b58,DataIngestionPOC-1.0
ACCT-10012,,TAX200012,Apex Metals Ltd,AU,112 Market St,Suite 22,Boston,GA,70012,trade_contrib_02_tsv.tsv,12,RETEST2,tsv,3fa171d1-7028-4b58-98ac-d1c291858b28,ACTIVE,1,2026-03-08T12:09:58.581209+00:00,2026-03-08T12:09:58.581209+00:00,43368cf5-5eab-4934-b323-8ea811d68b58,43368cf5-5eab-4934-b323-8ea811d68b58,DataIngestionPOC-1.0
ACCT-10013,,TAX200013,Futura Electronics,GB,113 Market St,Suite 23,Chicago,IL,70013,trade_contrib_02_tsv.tsv,13,RETEST2,tsv,3fa171d1-7028-4b58-98ac-d1c291858b28,ACTIVE,1,2026-03-08T12:09:58.581209+00:00,2026-03-08T12:09:58.581209+00:00,43368cf5-5eab-4934-b323-8ea811d68b58,43368cf5-5eab-4934-b323-8ea811d68b58,DataIngestionPOC-1.0
ACCT-10014,,TAX200014,Delta Retail Group,FR,114 Market St,Suite 24,Dallas,WA,70014,trade_contrib_02_tsv.tsv,14,RETEST2,tsv,3fa171d1-7028-4b58-98ac-d1c291858b28,ACTIVE,1,2026-03-08T12:09:58.581209+00:00,2026-03-08T12:09:58.581209+00:00,43368cf5-5eab-4934-b323-8ea811d68b58,43368cf5-5eab-4934-b323-8ea811d68b58,DataIngestionPOC-1.0
ACCT-10015,,TAX200015,Crestline Pharma,AU,115 Market St,Suite 25,Boston,IL,70015,trade_contrib_02_tsv.tsv,15,RETEST2,tsv,3fa171d1-7028-4b58-98ac-d1c291858b28,ACTIVE,1,2026-03-08T12:09:58.581209+00:00,2026-03-08T12:09:58.581209+00:00,43368cf5-5eab-4934-b323-8ea811d68b58,43368cf5-5eab-4934-b323-8ea811d68b58,DataIngestionPOC-1.0
ACCT-10016,,TAX200016,Ionis Manufacturing,SG,116 Market St,Suite 26,Dallas,GA,70016,trade_contrib_02_tsv.tsv,16,RETEST2,tsv,3fa171d1-7028-4b58-98ac-d1c291858b28,ACTIVE,1,2026-03-08T12:09:58.581209+00:00,2026-03-08T12:09:58.581209+00:00,43368cf5-5eab-4934-b323-8ea811d68b58,43368cf5-5eab-4934-b323-8ea811d68b58,DataIngestionPOC-1.0
ACCT-10017,,TAX200017,Granite Works,US,117 Market St,Suite 27,Chicago,IL,70017,trade_contrib_02_tsv.tsv,17,RETEST2,tsv,3fa171d1-7028-4b58-98ac-d1c291858b28,ACTIVE,1,2026-03-08T12:09:58.581209+00:00,2026-03-08T12:09:58.581209+00:00,43368cf5-5eab-4934-b323-8ea811d68b58,43368cf5-5eab-4934-b323-8ea811d68b58,DataIngestionPOC-1.0
ACCT-10018,,TAX200018,Ionis Manufacturing,DE,118 Market St,Suite 28,Miami,IL,70018,trade_contrib_02_tsv.tsv,18,RETEST2,tsv,3fa171d1-7028-4b58-98ac-d1c291858b28,ACTIVE,1,2026-03-08T12:09:58.581209+00:00,2026-03-08T12:09:58.581209+00:00,43368cf5-5eab-4934-b323-8ea811d68b58,43368cf5-5eab-4934-b323-8ea811d68b58,DataIngestionPOC-1.0
,,TAX200019,Ionis Manufacturing,AU,119 Market St,Suite 29,Miami,FL,70019,trade_contrib_02_tsv.tsv,19,RETEST2,tsv,3fa171d1-7028-4b58-98ac-d1c291858b28,ACTIVE,1,2026-03-08T12:09:58.581209+00:00,2026-03-08T12:09:58.581209+00:00,43368cf5-5eab-4934-b323-8ea811d68b58,43368cf5-5eab-4934-b323-8ea811d68b58,DataIngestionPOC-1.0
ACCT-10020,,TAX200020,Juniper Auto Parts,DE,120 Market St,Suite 30,Chicago,GA,70020,trade_contrib_02_tsv.tsv,20,RETEST2,tsv,3fa171d1-7028-4b58-98ac-d1c291858b28,ACTIVE,1,2026-03-08T12:09:58.581209+00:00,2026-03-08T12:09:58.581209+00:00,43368cf5-5eab-4934-b323-8ea811d68b58,43368cf5-5eab-4934-b323-8ea811d68b58,DataIngestionPOC-1.0
ACCT-10021,,TAX200021,Granite Works,AU,121 Market St,Suite 31,Dallas,GA,70021,trade_contrib_02_tsv.tsv,21,RETEST2,tsv,3fa171d1-7028-4b58-98ac-d1c291858b28,ACTIVE,1,2026-03-08T12:09:58.581209+00:00,2026-03-08T12:09:58.581209+00:00,43368cf5-5eab-4934-b323-8ea811d68b58,43368cf5-5eab-4934-b323-8ea811d68b58,DataIngestionPOC-1.0
ACCT-10022,,TAX200022,Juniper Auto Parts,NL,122 Market St,Suite 32,Seattle,CA,70022,trade_contrib_02_tsv.tsv,22,RETEST2,tsv,3fa171d1-7028-4b58-98ac-d1c291858b28,ACTIVE,1,2026-03-08T12:09:58.581209+00:00,2026-03-08T12:09:58.581209+00:00,43368cf5-5eab-4934-b323-8ea811d68b58,43368cf5-5eab-4934-b323-8ea811d68b58,DataIngestionPOC-1.0
ACCT-10023,,TAX200023,Delta Retail Group,US,123 Market St,Suite 33,Atlanta,IL,70023,trade_contrib_02_tsv.tsv,23,RETEST2,tsv,3fa171d1-7028-4b58-98ac-d1c291858b28,ACTIVE,1,2026-03-08T12:09:58.581209+00:00,2026-03-08T12:09:58.581209+00:00,43368cf5-5eab-4934-b323-8ea811d68b58,43368cf5-5eab-4934-b323-8ea811d68b58,DataIngestionPOC-1.0
ACCT-10024,,TAX200024,Crestline Pharma,DE,124 Market St,Suite 34,Denver,MA,70024,trade_contrib_02_tsv.tsv,24,RETEST2,tsv,3fa171d1-7028-4b58-98ac-d1c291858b28,ACTIVE,1,2026-03-08T12:09:58.581209+00:00,2026-03-08T12:09:58.581209+00:00,43368cf5-5eab-4934-b323-8ea811d68b58,43368cf5-5eab-4934-b323-8ea811d68b58,DataIngestionPOC-1.0
ACCT-10025,,TAX200025,Delta Retail Group,NL,125 Market St,Suite 35,Seattle,TX,70025,trade_contrib_02_tsv.tsv,25,RETEST2,tsv,3fa171d1-7028-4b58-98ac-d1c291858b28,ACTIVE,1,2026-03-08T12:09:58.581209+00:00,2026-03-08T12:09:58.581209+00:00,43368cf5-5eab-4934-b323-8ea811d68b58,43368cf5-5eab-4934-b323-8ea811d68b58,DataIngestionPOC-1.0
ACCT-10026,,TAX200026,BlueRiver Foods,NL,126 Market St,Suite 36,Dallas,FL,70026,trade_contrib_02_tsv.tsv,26,RETEST2,tsv,3fa171d1-7028-4b58-98ac-d1c291858b28,ACTIVE,1,2026-03-08T12:09:58.581209+00:00,2026-03-08T12:09:58.581209+00:00,43368cf5-5eab-4934-b323-8ea811d68b58,43368cf5-5eab-4934-b323-8ea811d68b58,DataIngestionPOC-1.0
ACCT-10027,,TAX200027,Futura Electronics,AU,127 Market St,Suite 37,Atlanta,MA,70027,trade_contrib_02_tsv.tsv,27,RETEST2,tsv,3fa171d1-7028-4b58-98ac-d1c291858b28,ACTIVE,1,2026-03-08T12:09:58.581209+00:00,2026-03-08T12:09:58.581209+00:00,43368cf5-5eab-4934-b323-8ea811d68b58,43368cf5-5eab-4934-b323-8ea811d68b58,DataIngestionPOC-1.0
ACCT-10028,,TAX200028,EverPeak Logistics,SG,128 Market St,Suite 38,Chicago,MA,70028,trade_contrib_02_tsv.tsv,28,RETEST2,tsv,3fa171d1-7028-4b58-98ac-d1c291858b28,ACTIVE,1,2026-03-08T12:09:58.581209+00:00,2026-03-08T12:09:58.581209+00:00,43368cf5-5eab-4934-b323-8ea811d68b58,43368cf5-5eab-4934-b323-8ea811d68b58,DataIngestionPOC-1.0
ACCT-10029,,TAX200029,Delta Retail Group,SG,129 Market St,Suite 39,Austin,TX,70029,trade_contrib_02_tsv.tsv,29,RETEST2,tsv,3fa171d1-7028-4b58-98ac-d1c291858b28,ACTIVE,1,2026-03-08T12:09:58.581209+00:00,2026-03-08T12:09:58.581209+00:00,43368cf5-5eab-4934-b323-8ea811d68b58,43368cf5-5eab-4934-b323-8ea811d68b58,DataIngestionPOC-1.0
ACCT-10030,,TAX200030,Granite Works,US,130 Market St,Suite 10,Miami,GA,70030,trade_contrib_02_tsv.tsv,30,RETEST2,tsv,3fa171d1-7028-4b58-98ac-d1c291858b28,ACTIVE,1,2026-03-08T12:09:58.581209+00:00,2026-03-08T12:09:58.581209+00:00,43368cf5-5eab-4934-b323-8ea811d68b58,43368cf5-5eab-4934-b323-8ea811d68b58,DataIngestionPOC-1.0
ACCT-10031,,TAX200031,Granite Works,SG,131 Market St,Suite 11,Chicago,TX,70031,trade_contrib_02_tsv.tsv,31,RETEST2,tsv,3fa171d1-7028-4b58-98ac-d1c291858b28,ACTIVE,1,2026-03-08T12:09:58.581209+00:00,2026-03-08T12:09:58.581209+00:00,43368cf5-5eab-4934-b323-8ea811d68b58,43368cf5-5eab-4934-b323-8ea811d68b58,DataIngestionPOC-1.0
ACCT-10032,,TAX200032,BlueRiver Foods,US,132 Market St,Suite 12,Dallas,CO,70032,trade_contrib_02_tsv.tsv,32,RETEST2,tsv,3fa171d1-7028-4b58-98ac-d1c291858b28,ACTIVE,1,2026-03-08T12:09:58.581209+00:00,2026-03-08T12:09:58.581209+00:00,43368cf5-5eab-4934-b323-8ea811d68b58,43368cf5-5eab-4934-b323-8ea811d68b58,DataIngestionPOC-1.0
